0,3,1,9,10,
1,3,1,9,10,
2,3,1,9,10,
3,3,1,9,10,
4,3,1,9,10,
5,3,1,9,10,
6,3,1,9,10,
7,3,1,9,10,
8,3,1,9,10,
9,3,1,9,10,
10,3,1,9,10,
11,3,1,9,10,
12,3,1,9,10,
13,3,1,9,10,
14,3,1,9,10,
15,3,1,9,10,
16,3,1,9,10,
17,3,1,9,10,
18,3,1,9,10,
19,3,1,9,10,
20,3,1,9,10,
21,3,1,9,10,
22,3,1,9,10,
23,3,1,9,10,
24,3,1,9,10,
25,3,1,9,10,
26,3,1,9,10,
27,3,1,9,10,
28,3,1,9,10,
29,3,1,9,10,
30,3,1,9,10,
31,3,1,9,10,
32,3,1,9,10,
33,3,1,9,10,
34,3,1,9,10,
35,3,1,9,10,
36,3,1,9,10,
37,3,1,9,10,
38,3,1,9,10,
39,3,1,9,10,
40,3,1,9,10,
41,3,1,9,10,
42,3,1,9,10,
43,3,1,9,10,
44,3,1,9,10,
45,3,1,9,10,
46,3,1,9,10,
47,3,1,9,10,
48,3,1,9,10,
49,3,1,9,10,
50,3,1,9,10,
51,3,1,9,10,
52,3,1,9,10,
53,3,1,9,10,
54,3,1,9,10,
55,3,1,9,10,
56,3,1,9,10,
57,3,1,9,10,
58,3,1,9,10,
59,3,1,9,10,
60,3,1,9,10,
61,3,1,9,10,
62,3,1,9,10,
63,3,1,9,10,
64,3,1,9,10,
65,3,1,9,10,
66,3,1,9,10,
67,3,1,9,10,
68,3,1,9,10,
69,3,1,9,10,
70,3,1,9,10,
71,3,1,9,10,
72,3,1,9,10,
73,3,1,9,10,
74,3,1,9,10,
75,3,1,9,10,
76,3,1,9,10,
77,3,1,9,10,
78,3,1,9,10,
79,3,1,9,10,
80,3,1,9,10,
81,3,1,9,10,
82,3,1,9,10,
83,3,1,9,10,
84,3,1,9,10,
85,3,1,9,10,
86,3,1,9,10,
87,3,1,9,10,
88,3,1,9,10,
89,3,1,9,10,
90,3,1,9,10,
91,3,1,9,10,
92,3,1,9,10,
93,3,1,9,10,
94,3,1,9,10,
95,3,1,9,10,
96,3,1,9,10,
97,3,1,9,10,
98,3,1,9,10,
99,3,1,9,10,
100,3,1,9,10,
101,3,1,9,10,
102,3,1,9,10,
103,3,1,9,10,
104,3,1,9,10,
105,3,1,9,10,
106,3,1,9,10,
107,3,1,9,10,
108,3,1,9,10,
109,3,1,9,10,
110,3,1,9,10,
111,3,1,9,10,
112,3,1,9,10,
113,3,1,9,9,
114,3,1,9,9,
115,3,1,9,9,
116,3,1,9,9,
117,3,1,9,9,
118,3,1,9,9,
119,3,1,9,9,
120,3,1,9,9,
121,3,1,9,9,
122,3,1,9,9,
123,3,1,9,9,
124,3,1,9,9,
125,3,1,9,9,
126,3,1,9,9,
127,3,1,9,9,
128,3,1,9,9,
129,3,1,9,9,
130,3,1,9,9,
131,3,1,9,9,
132,3,1,9,9,
133,3,1,9,9,
134,3,1,9,9,
135,3,1,9,9,
136,3,1,9,9,
137,3,1,9,9,
138,3,1,9,9,
139,3,1,9,9,
140,3,1,9,9,
141,3,1,9,9,
142,3,1,9,9,
143,3,1,9,9,
144,3,1,9,9,
145,3,1,9,9,
146,3,1,9,9,
147,3,1,9,9,
148,3,1,9,9,
149,3,1,9,9,
150,3,1,9,9,
151,3,1,9,9,
152,3,1,9,9,
153,3,1,9,9,
154,3,1,9,9,
155,3,1,9,9,
156,3,1,9,9,
157,3,1,9,9,
158,3,1,9,9,
159,3,1,9,9,
160,3,1,9,9,
161,3,1,9,9,
162,3,1,9,9,
163,3,1,9,9,
164,3,1,9,9,
165,3,1,9,9,
166,3,1,9,9,
167,3,1,9,9,
168,3,1,9,9,
169,3,1,9,9,
170,3,1,9,9,
171,3,1,9,9,
172,3,1,9,9,
173,3,1,9,9,
174,3,1,9,9,
175,3,1,9,9,
176,3,1,9,9,
177,3,1,9,9,
178,3,1,9,9,
179,3,1,9,9,
180,3,1,9,9,
181,3,1,9,9,
182,3,1,9,9,
183,3,1,9,9,
184,3,1,9,9,
185,3,1,9,9,
186,3,1,9,9,
187,3,1,9,9,
188,3,1,9,9,
189,3,1,9,9,
190,3,1,9,9,
191,3,1,9,9,
192,3,1,9,9,
193,3,1,9,9,
194,3,1,9,9,
195,3,1,9,9,
196,3,1,9,9,
197,3,1,9,9,
198,3,1,9,9,
199,3,1,9,9,
200,3,1,9,9,
201,3,1,9,9,
202,3,1,9,9,
203,3,1,9,9,
204,3,1,9,9,
205,3,1,9,9,
206,3,1,9,9,
207,3,1,9,9,
208,3,1,9,9,
209,3,1,9,9,
210,3,1,9,9,
211,3,1,9,9,
212,3,1,9,9,
213,3,1,9,9,
214,3,1,9,9,
215,3,1,9,9,
216,3,1,9,9,
217,3,1,9,9,
218,3,1,9,9,
219,3,1,9,9,
220,3,1,9,9,
221,3,1,9,9,
222,3,1,9,9,
223,3,1,9,9,
224,3,1,9,9,
225,3,1,9,9,
226,3,1,9,9,
227,3,1,9,9,
228,3,1,9,9,
229,3,1,9,9,
230,3,1,9,9,
231,3,1,9,9,
232,3,1,9,9,
233,3,1,9,9,
234,3,1,9,9,
235,3,1,9,9,
236,3,1,9,9,
237,3,1,9,9,
238,3,1,9,9,
239,3,1,9,9,
240,3,1,9,9,
241,3,1,9,9,
242,3,1,9,9,
243,3,1,9,9,
244,3,1,9,9,
245,3,1,9,9,
246,3,1,9,9,
247,3,1,9,9,
248,3,1,9,9,
249,3,1,9,9,
250,3,1,9,9,
251,3,1,9,9,
252,3,1,9,9,
253,3,1,9,9,
254,3,1,9,9,
255,3,1,9,9,
