0,100,24,3,8,
1,100,24,3,8,
2,100,24,3,8,
3,100,24,3,8,
4,100,24,3,8,
5,100,24,3,8,
6,100,24,3,8,
7,100,24,3,8,
8,100,24,3,8,
9,100,24,3,8,
10,100,24,3,8,
11,100,24,3,8,
12,100,24,3,8,
13,100,24,3,8,
14,100,24,3,8,
15,100,24,3,8,
16,100,24,3,8,
17,100,24,3,8,
18,100,24,3,8,
19,100,24,3,8,
20,100,24,3,8,
21,100,24,3,8,
22,100,24,3,8,
23,100,24,3,8,
24,100,24,3,8,
25,100,24,3,8,
26,100,24,3,8,
27,100,24,3,8,
28,100,24,3,8,
29,100,24,3,8,
30,100,24,3,8,
31,100,24,3,8,
32,100,24,3,8,
33,100,24,3,8,
34,100,24,3,8,
35,100,24,3,8,
36,100,24,3,8,
37,100,24,3,8,
38,100,24,3,8,
39,100,24,3,8,
40,100,24,3,8,
41,100,24,3,8,
42,100,24,3,8,
43,100,24,3,8,
44,100,24,3,8,
45,100,24,3,8,
46,100,24,3,8,
47,100,24,3,8,
48,100,24,3,8,
49,100,24,3,8,
50,100,24,3,8,
51,100,24,3,8,
52,100,24,3,8,
53,100,24,3,8,
54,100,24,3,8,
55,100,24,3,8,
56,100,24,3,8,
57,100,24,3,8,
58,100,24,3,8,
59,100,24,3,8,
60,100,24,3,8,
61,100,24,3,8,
62,100,24,3,8,
63,100,24,3,8,
64,100,24,3,8,
65,100,24,3,8,
66,100,24,3,8,
67,100,24,3,8,
68,100,24,3,8,
69,100,24,3,8,
70,100,24,3,8,
71,100,24,3,8,
72,100,24,3,8,
73,100,24,3,8,
74,100,24,3,8,
75,100,24,3,8,
76,100,24,3,8,
77,100,24,3,8,
78,100,24,3,8,
79,100,24,3,8,
80,100,24,3,8,
81,100,24,3,8,
82,100,24,3,8,
83,100,24,3,8,
84,100,24,3,8,
85,100,24,3,8,
86,100,24,3,8,
87,100,24,3,8,
88,100,24,3,8,
89,100,24,3,8,
90,100,24,3,8,
91,100,24,3,8,
92,100,24,3,8,
93,100,24,3,8,
94,100,24,3,8,
95,100,24,3,8,
96,100,24,3,8,
97,100,24,3,8,
98,100,24,3,8,
99,100,24,3,8,
100,100,24,3,8,
101,100,24,3,8,
102,100,24,3,8,
103,100,24,3,8,
104,100,24,3,8,
105,100,24,3,8,
106,100,24,3,8,
107,100,24,3,8,
108,100,24,3,8,
109,100,24,3,8,
110,100,24,3,8,
111,100,24,3,8,
112,100,24,3,8,
113,100,24,3,8,
114,100,24,3,8,
115,100,24,3,8,
116,100,24,3,8,
117,100,24,3,8,
118,100,24,3,8,
119,100,24,3,8,
120,100,24,3,8,
121,100,24,3,8,
122,100,24,3,8,
123,100,24,3,8,
124,100,24,3,8,
125,100,24,3,8,
126,100,24,3,8,
127,100,24,3,8,
128,100,24,3,8,
129,100,24,3,8,
130,100,24,3,8,
131,100,24,3,8,
132,100,24,3,8,
133,100,24,3,8,
134,100,24,3,8,
135,100,24,3,8,
136,100,24,3,8,
137,100,24,3,8,
138,100,24,3,8,
139,100,24,3,8,
140,100,24,3,8,
141,100,24,3,8,
142,100,24,3,8,
143,100,24,3,8,
144,100,24,3,8,
145,100,24,3,8,
146,100,24,3,8,
147,100,24,3,8,
148,100,24,3,8,
